project,num_covered_instruction,num_uncovered_instruction,num_total_instruction,C0coverage
spotify/cassandra-reaper,882,140,1022,86
spotify/cassandra-reaper,459,136,595,77
spullara/mustache.java,1327,477,1804,74
spullara/mustache.java,2170,362,2532,86
spullara/mustache.java,1502,176,1678,90
spullara/mustache.java,241,139,380,63
spullara/mustache.java,560,93,653,86
spullara/mustache.java,273,44,317,86
spullara/mustache.java,122,42,164,74
spullara/mustache.java,65,20,85,76
spullara/mustache.java,294,35,329,89
spullara/mustache.java,240,23,263,91
square/dagger,5371,1398,6769,79
square/dagger,2281,1203,3484,65
square/dagger,584,68,652,90
square/dagger,N/A,N/A,N/A,97
square/dagger,235,112,347,68
square/javapoet,8803,780,9583,92
square/moshi,462,118,580,80
square/moshi,8350,1666,10016,83
square/okio,10975,1581,12556,87
square/retrofit,192,17,209,92
square/retrofit,202,27,229,88
square/retrofit,N/A,N/A,N/A,99
square/retrofit,107,15,122,88
square/retrofit,80,15,95,84
square/retrofit,188,11,199,94
square/retrofit,121,27,148,82
square/retrofit,277,3,280,99
square/retrofit,132,34,166,80
square/retrofit,93,4,97,96
square/retrofit,567,122,689,82
square/wire,120,415,535,22
square/wire,550,160,710,77
square/wire,363,19,382,95
square/wire,0,5885,5885,0
square/wire,516,544,1060,49
square/wire,2197,1200,3397,65
square/wire,389,141,530,73
structr/structr,65,279,344,19
structr/structr,0,178,178,0
structr/structr,0,174,174,0
structr/structr,0,62,62,0
structr/structr,0,48,48,0
structr/structr,0,20,20,0
structr/structr,0,1095,1095,0
structr/structr,442,1036,1478,30
structr/structr,383,775,1158,33
structr/structr,0,553,553,0
structr/structr,0,110,110,0
structr/structr,0,76,76,0
tananaev/traccar,37089,15055,52144,71
tananaev/traccar,N/A,N/A,N/A,5
tananaev/traccar,810,2782,3592,23
tananaev/traccar,0,1257,1257,0
tananaev/traccar,N/A,N/A,N/A,13
tananaev/traccar,N/A,N/A,N/A,11
tananaev/traccar,0,1014,1014,0
tananaev/traccar,N/A,N/A,N/A,15
tananaev/traccar,N/A,N/A,N/A,32
tananaev/traccar,0,459,459,0
tananaev/traccar,N/A,N/A,N/A,92
tananaev/traccar,0,N/A,N/A,0
tananaev/traccar,N/A,N/A,N/A,40
tananaev/traccar,N/A,N/A,N/A,75
tananaev/traccar,0,N/A,N/A,0
teamed/qulice,0,403,403,0
teamed/qulice,189,21,210,90
teamed/qulice,374,201,575,65
teamed/qulice,941,2218,3159,30
teamed/qulice,194,68,262,74
teamed/qulice,219,23,242,90
teamed/qulice,144,370,514,28
teamed/qulice,283,97,380,74
timmolter/XChange,79,936,1015,8
timmolter/XChange,60,558,618,10
timmolter/XChange,247,312,559,44
timmolter/XChange,222,291,513,43
timmolter/XChange,384,130,514,75
timmolter/XChange,0,99,99,0
timmolter/XChange,0,74,74,0
timmolter/XChange,N/A,N/A,N/A,10
timmolter/XChange,0,45,45,0
timmolter/XChange,32,32,64,50
timmolter/XChange,14,13,27,52
timmolter/XChange,32,108,140,23
timmolter/XChange,70,74,144,49
timmolter/XChange,0,54,54,0
timmolter/XChange,0,15,15,0
timmolter/XChange,121,130,251,48
timmolter/XChange,0,65,65,0
timmolter/XChange,140,45,185,76
timmolter/XChange,0,155,155,0
timmolter/XChange,97,126,223,43
timmolter/XChange,96,53,149,64
timmolter/XChange,168,183,351,48
timmolter/XChange,0,162,162,0
timmolter/XChange,201,45,246,82
timmolter/XChange,0,32,32,0
timmolter/XChange,0,1369,1369,0
timmolter/XChange,141,1018,1159,12
timmolter/XChange,372,672,1044,36
timmolter/XChange,24,430,454,5
timmolter/XChange,69,347,416,17
timmolter/XChange,0,50,50,0
timmolter/XChange,0,N/A,N/A,0
timmolter/XChange,69,145,214,32
timmolter/XChange,100,79,179,56
timmolter/XChange,0,78,78,0
timmolter/XChange,0,39,39,0
timmolter/XChange,0,666,666,0
timmolter/XChange,483,133,616,78
timmolter/XChange,0,47,47,0
timmolter/XChange,268,18,286,94
timmolter/XChange,248,0,248,100
timmolter/XChange,54,0,54,100
timmolter/XChange,48,0,48,100
timmolter/XChange,0,885,885,0
timmolter/XChange,0,475,475,0
timmolter/XChange,66,448,514,13
timmolter/XChange,430,191,621,69
timmolter/XChange,111,173,284,39
timmolter/XChange,280,135,415,67
timmolter/XChange,0,93,93,0
timmolter/XChange,0,58,58,0
timmolter/XChange,N/A,N/A,N/A,33
timmolter/XChange,0,523,523,0
timmolter/XChange,843,105,948,89
timmolter/XChange,496,83,579,86
timmolter/XChange,338,57,395,86
timmolter/XChange,308,51,359,86
timmolter/XChange,0,38,38,0
timmolter/XChange,100,120,220,45
timmolter/XChange,10,33,43,23
timmolter/XChange,0,197,197,0
timmolter/XChange,37,48,85,44
timmolter/XChange,69,47,116,59
timmolter/XChange,138,174,312,44
timmolter/XChange,0,58,58,0
timmolter/XChange,155,39,194,80
timmolter/XChange,0,9,9,0
timmolter/XChange,0,1250,1250,0
timmolter/XChange,302,1022,1324,23
timmolter/XChange,254,720,974,26
timmolter/XChange,231,584,815,28
timmolter/XChange,586,379,965,61
timmolter/XChange,107,288,395,27
timmolter/XChange,358,277,635,56
timmolter/XChange,0,201,201,0
timmolter/XChange,30,154,184,16
timmolter/XChange,21,131,152,14
timmolter/XChange,120,129,249,48
timmolter/XChange,63,124,187,34
timmolter/XChange,59,59,118,50
timmolter/XChange,30,30,60,50
timmolter/XChange,N/A,N/A,N/A,20
timmolter/XChange,12,23,35,34
timmolter/XChange,39,0,39,100
timmolter/XChange,0,801,801,0
timmolter/XChange,325,433,758,43
timmolter/XChange,168,317,485,35
timmolter/XChange,389,197,586,66
timmolter/XChange,45,119,164,27
timmolter/XChange,0,48,48,0
timmolter/XChange,0,46,46,0
timmolter/XChange,15,32,47,32
timmolter/XChange,0,N/A,N/A,0
timmolter/XChange,129,281,410,31
timmolter/XChange,6,59,65,9
timmolter/XChange,415,19,434,96
timmolter/XChange,N/A,N/A,N/A,99
timmolter/XChange,142,0,142,100
timmolter/XChange,126,0,126,100
timmolter/XChange,46,0,46,100
timmolter/XChange,0,446,446,0
timmolter/XChange,0,205,205,0
timmolter/XChange,396,151,547,72
timmolter/XChange,90,11,101,89
timmolter/XChange,94,0,94,100
timmolter/XChange,87,0,87,100
timmolter/XChange,71,0,71,100
timmolter/XChange,0,407,407,0
timmolter/XChange,544,238,782,70
timmolter/XChange,148,230,378,39
timmolter/XChange,310,215,525,59
timmolter/XChange,0,46,46,0
timmolter/XChange,21,25,46,46
timmolter/XChange,71,17,88,81
timmolter/XChange,0,708,708,0
timmolter/XChange,100,287,387,26
timmolter/XChange,67,146,213,31
timmolter/XChange,41,69,110,37
timmolter/XChange,33,64,97,34
timmolter/XChange,27,32,59,46
timmolter/XChange,161,237,398,40
timmolter/XChange,0,94,94,0
timmolter/XChange,135,41,176,77
timmolter/XChange,971,938,1909,51
timmolter/XChange,0,883,883,0
timmolter/XChange,709,718,1427,50
timmolter/XChange,325,140,465,70
timmolter/XChange,236,95,331,71
timmolter/XChange,172,86,258,67
timmolter/XChange,229,60,289,79
timmolter/XChange,0,52,52,0
timmolter/XChange,39,49,88,44
timmolter/XChange,N/A,N/A,N/A,95
timmolter/XChange,N/A,N/A,N/A,93
timmolter/XChange,0,483,483,0
timmolter/XChange,57,444,501,11
timmolter/XChange,129,327,456,28
timmolter/XChange,212,183,395,54
timmolter/XChange,0,156,156,0
timmolter/XChange,5,63,68,7
timmolter/XChange,0,1379,1379,0
timmolter/XChange,1118,720,1838,61
timmolter/XChange,133,212,345,39
timmolter/XChange,137,127,264,52
timmolter/XChange,127,64,191,66
timmolter/XChange,71,62,133,53
timmolter/XChange,0,587,587,0
timmolter/XChange,61,449,510,12
timmolter/XChange,42,117,159,26
timmolter/XChange,0,58,58,0
timmolter/XChange,36,6,42,86
timmolter/XChange,15,6,21,71
timmolter/XChange,123,0,123,100
timmolter/XChange,0,816,816,0
timmolter/XChange,0,741,741,0
timmolter/XChange,216,275,491,44
timmolter/XChange,217,250,467,46
timmolter/XChange,75,122,197,38
timmolter/XChange,48,96,144,33
timmolter/XChange,69,84,153,45
timmolter/XChange,0,65,65,0
timmolter/XChange,30,33,63,48
timmolter/XChange,35,32,67,52
timmolter/XChange,113,29,142,80
timmolter/XChange,36,27,63,57
timmolter/XChange,0,27,27,0
timmolter/XChange,0,21,21,0
timmolter/XChange,0,18,18,0
timmolter/XChange,15,17,32,47
timmolter/XChange,0,555,555,0
timmolter/XChange,148,279,427,35
timmolter/XChange,80,217,297,27
timmolter/XChange,33,155,188,18
timmolter/XChange,22,86,108,20
timmolter/XChange,27,5,32,84
timmolter/XChange,18,0,18,100
timmolter/XChange,0,1024,1024,0
timmolter/XChange,201,1000,1201,17
timmolter/XChange,0,874,874,0
timmolter/XChange,0,631,631,0
timmolter/XChange,56,593,649,9
timmolter/XChange,278,539,817,34
timmolter/XChange,253,481,734,34
timmolter/XChange,0,236,236,0
timmolter/XChange,0,229,229,0
timmolter/XChange,2451,214,2665,92
timmolter/XChange,65,181,246,26
timmolter/XChange,122,134,256,48
timmolter/XChange,0,122,122,0
timmolter/XChange,0,100,100,0
timmolter/XChange,0,58,58,0
timmolter/XChange,0,N/A,N/A,0
timmolter/XChange,637,779,1416,45
timmolter/XChange,0,433,433,0
timmolter/XChange,0,269,269,0
timmolter/XChange,0,78,78,0
timmolter/XChange,14,25,39,36
timmolter/XChange,55,0,55,100
timmolter/XChange,0,147,147,0
timmolter/XChange,139,111,250,56
timmolter/XChange,219,69,288,76
timmolter/XChange,0,652,652,0
timmolter/XChange,356,366,722,49
timmolter/XChange,5696,195,5891,97
timmolter/XChange,245,183,428,57
timmolter/XChange,178,137,315,57
timmolter/XChange,98,73,171,57
timmolter/XChange,0,51,51,0
timmolter/XChange,0,679,679,0
timmolter/XChange,341,162,503,68
timmolter/XChange,147,134,281,52
timmolter/XChange,102,110,212,48
timmolter/XChange,66,49,115,57
timmolter/XChange,38,21,59,64
timmolter/XChange,38,0,38,100
timmolter/XChange,36,0,36,100
timmolter/XChange,34,0,34,100
timmolter/XChange,24,0,24,100
timmolter/XChange,0,867,867,0
timmolter/XChange,0,829,829,0
timmolter/XChange,307,416,723,42
timmolter/XChange,479,346,825,58
timmolter/XChange,0,155,155,0
timmolter/XChange,0,118,118,0
timmolter/XChange,0,77,77,0
timmolter/XChange,0,45,45,0
timmolter/XChange,0,14,14,0
timmolter/XChange,0,1139,1139,0
timmolter/XChange,0,840,840,0
timmolter/XChange,86,700,786,11
timmolter/XChange,24,652,676,4
timmolter/XChange,0,388,388,0
timmolter/XChange,0,305,305,0
timmolter/XChange,0,274,274,0
timmolter/XChange,0,254,254,0
timmolter/XChange,0,225,225,0
timmolter/XChange,0,222,222,0
timmolter/XChange,0,201,201,0
timmolter/XChange,0,196,196,0
timmolter/XChange,0,114,114,0
timmolter/XChange,0,111,111,0
timmolter/XChange,0,83,83,0
timmolter/XChange,0,48,48,0
timmolter/XChange,0,42,42,0
timmolter/XChange,0,35,35,0
timmolter/XChange,0,31,31,0
timmolter/XChange,0,645,645,0
timmolter/XChange,25,569,594,4
timmolter/XChange,0,334,334,0
timmolter/XChange,0,305,305,0
timmolter/XChange,69,262,331,21
timmolter/XChange,0,134,134,0
timmolter/XChange,0,16,16,0
timmolter/XChange,0,79,79,0
timmolter/XChange,37,45,82,45
timmolter/XChange,39,37,76,51
timmolter/XChange,808,1198,2006,40
timmolter/XChange,144,1040,1184,12
timmolter/XChange,658,344,1002,66
timmolter/XChange,265,322,587,45
timmolter/XChange,679,97,776,88
timmolter/XChange,N/A,N/A,N/A,7
timmolter/XChange,32,55,87,37
timmolter/XChange,56,49,105,53
timmolter/XChange,19,30,49,39
timmolter/XChange,35,0,35,100
timmolter/XChange,0,443,443,0
timmolter/XChange,90,320,410,22
timmolter/XChange,89,238,327,27
timmolter/XChange,0,180,180,0
timmolter/XChange,69,135,204,34
timmolter/XChange,12,66,78,15
timmolter/XChange,57,51,108,53
timmolter/XChange,0,432,432,0
timmolter/XChange,0,335,335,0
timmolter/XChange,147,131,278,53
timmolter/XChange,20,85,105,19
timmolter/XChange,35,67,102,34
timmolter/XChange,0,60,60,0
timmolter/XChange,35,0,35,100
timmolter/XChange,0,718,718,0
timmolter/XChange,323,206,529,61
timmolter/XChange,102,145,247,41
timmolter/XChange,81,130,211,38
timmolter/XChange,0,66,66,0
timmolter/XChange,42,44,86,49
timmolter/XChange,21,24,45,47
timmolter/XChange,0,519,519,0
timmolter/XChange,0,424,424,0
timmolter/XChange,364,184,548,66
timmolter/XChange,17,63,80,21
timmolter/XChange,93,39,132,70
timmolter/XChange,76,33,109,70
timmolter/XChange,54,6,60,90
timmolter/XChange,251,0,251,100
timmolter/XChange,105,0,105,100
timmolter/XChange,0,2048,2048,0
timmolter/XChange,169,1603,1772,10
timmolter/XChange,29,1319,1348,2
timmolter/XChange,0,378,378,0
timmolter/XChange,0,234,234,0
timmolter/XChange,0,127,127,0
timmolter/XChange,661,1313,1974,33
timmolter/XChange,0,116,116,0
timmolter/XChange,0,57,57,0
timmolter/XChange,138,174,312,44
timmolter/XChange,0,47,47,0
timmolter/XChange,155,39,194,80
timmolter/XChange,0,9,9,0
timmolter/XChange,0,1201,1201,0
timmolter/XChange,N/A,N/A,N/A,1
timmolter/XChange,86,445,531,16
timmolter/XChange,118,256,374,32
timmolter/XChange,51,69,120,42
timmolter/XChange,0,38,38,0
timmolter/XChange,0,15,15,0
timmolter/XChange,219,594,813,27
timmolter/XChange,0,475,475,0
timmolter/XChange,156,474,630,25
timmolter/XChange,252,296,548,46
timmolter/XChange,156,139,295,53
timmolter/XChange,0,121,121,0
timmolter/XChange,140,985,1125,12
timmolter/XChange,718,656,1374,52
timmolter/XChange,796,238,1034,77
timmolter/XChange,101,108,209,48
timmolter/XChange,192,92,284,68
timmolter/XChange,100,86,186,54
timmolter/XChange,66,72,138,48
timmolter/XChange,0,416,416,0
timmolter/XChange,269,162,431,62
timmolter/XChange,257,112,369,70
timmolter/XChange,99,95,194,51
timmolter/XChange,0,58,58,0
timmolter/XChange,46,40,86,53
timmolter/XChange,17,5,22,77
timmolter/XChange,0,320,320,0
timmolter/XChange,33,293,326,10
timmolter/XChange,12,243,255,5
timmolter/XChange,24,152,176,14
timmolter/XChange,78,88,166,47
timmolter/XChange,0,58,58,0
timmolter/XChange,31,28,59,53
timmolter/XChange,0,154,154,0
timmolter/XChange,93,123,216,43
timmolter/XChange,107,57,164,65
tinkerpop/blueprints,0,3350,3350,0
tinkerpop/blueprints,0,2579,2579,0
tinkerpop/blueprints,0,2447,2447,0
tinkerpop/blueprints,0,1827,1827,0
tinkerpop/blueprints,0,1366,1366,0
tinkerpop/blueprints,0,1281,1281,0
tinkerpop/blueprints,0,1257,1257,0
tinkerpop/blueprints,0,1098,1098,0
tinkerpop/blueprints,0,1028,1028,0
tinkerpop/blueprints,0,975,975,0
tinkerpop/blueprints,0,718,718,0
tinkerpop/blueprints,0,583,583,0
tinkerpop/blueprints,0,543,543,0
tinkerpop/blueprints,0,483,483,0
tinkerpop/blueprints,0,172,172,0
tinkerpop/blueprints,0,N/A,N/A,0
tinkerpop/blueprints,290,936,1226,24
tinkerpop/blueprints,3227,1119,4346,74
tinkerpop/blueprints,3836,1021,4857,79
tinkerpop/blueprints,847,469,1316,64
tinkerpop/blueprints,2185,314,2499,87
tinkerpop/blueprints,855,465,1320,65
tinkerpop/blueprints,1622,269,1891,86
tinkerpop/blueprints,0,114,114,0
tinkerpop/blueprints,N/A,N/A,N/A,95
tinkerpop/blueprints,184,0,184,100
tinkerpop/blueprints,1796,932,2728,66
tinkerpop/blueprints,N/A,N/A,N/A,9
tinkerpop/blueprints,2403,533,2936,82
tinkerpop/gremlin,1079,558,1637,66
tinkerpop/gremlin,145,293,438,33
tinkerpop/gremlin,0,1302,1302,0
tinkerpop/gremlin,0,827,827,0
tinkerpop/gremlin,0,763,763,0
tinkerpop/gremlin,0,363,363,0
tinkerpop/gremlin,0,242,242,0
tinkerpop/rexster,0,1324,1324,0
tinkerpop/rexster,335,722,1057,32
tinkerpop/rexster,885,281,1166,76
tinkerpop/rexster,828,250,1078,77
tinkerpop/rexster,0,98,98,0
tinkerpop/rexster,0,28,28,0
tinkerpop/rexster,736,205,941,78
tinkerpop/rexster,259,13,272,95
tinkerpop/rexster,219,247,466,47
tinkerpop/rexster,108,48,156,69
tinkerpop/rexster,0,2417,2417,0
tinkerpop/rexster,0,1104,1104,0
tinkerpop/rexster,113,570,683,17
tinkerpop/rexster,0,470,470,0
tinkerpop/rexster,0,380,380,0
tinkerpop/rexster,480,335,815,59
tinkerpop/rexster,0,326,326,0
tinkerpop/rexster,0,323,323,0
tinkerpop/rexster,566,267,833,68
tinkerpop/rexster,616,249,865,71
tinkerpop/rexster,0,191,191,0
tinkerpop/rexster,0,86,86,0
tinkerpop/rexster,0,78,78,0
togglz/togglz,416,34,450,92
togglz/togglz,39,16,55,71
togglz/togglz,37,0,37,100
togglz/togglz,54,0,54,100
togglz/togglz,0,22588,22588,0
togglz/togglz,0,905,905,0
togglz/togglz,0,N/A,N/A,0
togglz/togglz,323,41,364,89
togglz/togglz,0,99,99,0
togglz/togglz,0,533,533,0
togglz/togglz,0,340,340,0
togglz/togglz,0,238,238,0
togglz/togglz,0,162,162,0
togglz/togglz,0,130,130,0
togglz/togglz,807,2338,3145,26
togglz/togglz,494,283,777,64
togglz/togglz,159,207,366,43
togglz/togglz,494,135,629,79
togglz/togglz,434,110,544,80
togglz/togglz,0,106,106,0
togglz/togglz,0,87,87,0
togglz/togglz,0,76,76,0
togglz/togglz,0,54,54,0
togglz/togglz,234,40,274,85
togglz/togglz,181,40,221,82
togglz/togglz,0,36,36,0
togglz/togglz,0,30,30,0
togglz/togglz,N/A,N/A,N/A,26
togglz/togglz,N/A,N/A,N/A,76
togglz/togglz,N/A,N/A,N/A,91
togglz/togglz,N/A,N/A,N/A,87
togglz/togglz,N/A,N/A,N/A,92
togglz/togglz,N/A,N/A,N/A,84
togglz/togglz,N/A,N/A,N/A,97
togglz/togglz,N/A,N/A,N/A,98
togglz/togglz,243,0,243,100
togglz/togglz,N/A,0,N/A,100
togglz/togglz,0,35,35,0
togglz/togglz,0,49,49,0
togglz/togglz,69,51,120,57
togglz/togglz,0,3,3,0
togglz/togglz,0,88,88,0
togglz/togglz,404,48,452,89
togglz/togglz,225,37,262,86
togglz/togglz,0,263,263,0
togglz/togglz,0,292,292,0
togglz/togglz,355,58,413,86
togglz/togglz,0,47,47,0
togglz/togglz,0,34,34,0
togglz/togglz,22,18,40,55
togglz/togglz,0,24,24,0
togglz/togglz,0,47,47,0
togglz/togglz,565,152,717,79
togglz/togglz,0,171,171,0
togglz/togglz,0,61,61,0
togglz/togglz,0,57,57,0
togglz/togglz,0,27,27,0
togglz/togglz,0,88,88,0
togglz/togglz,0,37,37,0
togglz/togglz,0,342,342,0
togglz/togglz,77,62,139,55
togglz/togglz,18,21,39,46
togglz/togglz,279,34,313,89
torakiki/pdfsam,155,236,391,40
torakiki/pdfsam,8,132,140,6
torakiki/pdfsam,0,263,263,0
torakiki/pdfsam,271,239,510,53
torakiki/pdfsam,302,144,446,68
torakiki/pdfsam,125,143,268,47
torakiki/pdfsam,319,89,408,78
torakiki/pdfsam,N/A,N/A,N/A,2
torakiki/pdfsam,162,66,228,71
torakiki/pdfsam,382,59,441,87
torakiki/pdfsam,280,39,319,88
torakiki/pdfsam,224,34,258,87
torakiki/pdfsam,326,32,358,91
torakiki/pdfsam,78,29,107,73
torakiki/pdfsam,233,17,250,93
torakiki/pdfsam,N/A,N/A,N/A,81
torakiki/pdfsam,275,270,545,50
torakiki/pdfsam,266,35,301,88
torakiki/pdfsam,425,240,665,64
torakiki/pdfsam,482,45,527,91
torakiki/pdfsam,335,37,372,90
torakiki/pdfsam,331,28,359,92
torakiki/pdfsam,123,28,151,81
torakiki/pdfsam,281,11,292,96
torakiki/pdfsam,0,7,7,0
torakiki/pdfsam,100,0,100,100
torakiki/pdfsam,363,256,619,59
twilio/twilio-java,1835,3314,5149,36
twilio/twilio-java,1809,1434,3243,56
twilio/twilio-java,1599,1244,2843,56
twilio/twilio-java,483,1086,1569,31
twilio/twilio-java,0,817,817,0
twilio/twilio-java,0,773,773,0
twilio/twilio-java,486,604,1090,45
twilio/twilio-java,0,510,510,0
twilio/twilio-java,694,446,1140,61
twilio/twilio-java,325,425,750,43
twilio/twilio-java,0,364,364,0
twilio/twilio-java,480,343,823,58
twilio/twilio-java,797,331,1128,71
twilio/twilio-java,633,209,842,75
twilio/twilio-java,735,206,941,78
twilio/twilio-java,312,194,506,62
twilio/twilio-java,242,122,364,66
twilio/twilio-java,381,110,491,78
twilio/twilio-java,163,71,234,70
twilio/twilio-java,338,53,391,86
twilio/twilio-java,N/A,N/A,N/A,77
twilio/twilio-java,N/A,N/A,N/A,76
twilio/twilio-java,N/A,N/A,N/A,91
twilio/twilio-java,N/A,0,N/A,100
twitter/cloudhopper-smpp,2279,1627,3906,58
twitter/cloudhopper-smpp,644,1159,1803,36
twitter/cloudhopper-smpp,1197,795,1992,60
twitter/cloudhopper-smpp,1695,481,2176,78
twitter/cloudhopper-smpp,395,123,518,76
twitter/cloudhopper-smpp,1170,113,1283,91
twitter/cloudhopper-smpp,405,90,495,82
twitter/cloudhopper-smpp,391,51,442,88
twitter/cloudhopper-smpp,N/A,N/A,N/A,98
twitter/cloudhopper-smpp,N/A,N/A,N/A,97
undera/jmeter-plugins,543,59,602,90
undera/jmeter-plugins,387,170,557,69
undera/jmeter-plugins,1255,630,1885,67
undera/jmeter-plugins,224,2,226,99
undera/jmeter-plugins,252,115,367,69
undera/jmeter-plugins,4487,1433,5920,76
undera/jmeter-plugins,2425,677,3102,78
undera/jmeter-plugins,264,649,913,29
undera/jmeter-plugins,2574,608,3182,81
undera/jmeter-plugins,740,544,1284,58
undera/jmeter-plugins,782,409,1191,66
undera/jmeter-plugins,769,236,1005,77
undera/jmeter-plugins,N/A,N/A,N/A,96
undera/jmeter-plugins,142,0,142,100
undera/jmeter-plugins,352,174,526,67
undera/jmeter-plugins,126,55,181,70
undera/jmeter-plugins,1359,329,1688,81
undera/jmeter-plugins,2349,334,2683,88
undera/jmeter-plugins,1085,168,1253,87
undera/jmeter-plugins,1518,163,1681,90
undera/jmeter-plugins,149,63,212,70
undera/jmeter-plugins,275,44,319,86
undera/jmeter-plugins,144,23,167,86
undera/jmeter-plugins,N/A,N/A,N/A,81
undera/jmeter-plugins,N/A,0,N/A,100
undera/jmeter-plugins,319,8,327,98
undera/jmeter-plugins,878,83,961,91
undera/jmeter-plugins,466,208,674,69
undera/jmeter-plugins,448,77,525,85
undera/jmeter-plugins,295,189,484,61
undera/jmeter-plugins,79,64,143,55
undera/jmeter-plugins,54,0,54,100
undera/jmeter-plugins,665,37,702,95
undera/jmeter-plugins,1481,161,1642,90
undera/jmeter-plugins,222,77,299,74
undera/jmeter-plugins,666,49,715,93
undera/jmeter-plugins,885,198,1083,82
undera/jmeter-plugins,547,568,1115,49
undera/jmeter-plugins,365,474,839,44
undera/jmeter-plugins,441,420,861,51
undera/jmeter-plugins,433,259,692,63
undera/jmeter-plugins,59,250,309,19
undera/jmeter-plugins,125,162,287,44
undera/jmeter-plugins,191,70,261,73
undera/jmeter-plugins,370,24,394,94
undera/jmeter-plugins,N/A,N/A,N/A,98
undera/jmeter-plugins,563,0,563,100
undera/jmeter-plugins,184,0,184,100
undera/jmeter-plugins,160,0,160,100
undera/jmeter-plugins,854,63,917,93
undera/jmeter-plugins,893,28,921,97
undera/jmeter-plugins,13,0,13,100
undera/jmeter-plugins,149,330,479,31
undera/jmeter-plugins,674,398,1072,63
undera/jmeter-plugins,544,77,621,88
undera/jmeter-plugins,47,57,104,45
undera/jmeter-plugins,264,14,278,95
undera/jmeter-plugins,234,6,240,98
undera/jmeter-plugins,371,5,376,99
undera/jmeter-plugins,212,5,217,98
undera/jmeter-plugins,106,0,106,100
undera/jmeter-plugins,60,0,60,100
undera/jmeter-plugins,52,0,52,100
undera/jmeter-plugins,483,68,551,88
undera/jmeter-plugins,611,644,1255,49
undera/jmeter-plugins,425,36,461,92
undera/jmeter-plugins,4281,1011,5292,81
undera/jmeter-plugins,491,560,1051,47
undera/jmeter-plugins,182,0,182,100
undera/jmeter-plugins,587,391,978,60
undera/jmeter-plugins,1544,254,1798,86
undera/jmeter-plugins,1074,70,1144,94
undera/jmeter-plugins,680,521,1201,57
undera/jmeter-plugins,213,291,504,42
undera/jmeter-plugins,79,64,143,55
undera/jmeter-plugins,54,0,54,100
undera/jmeter-plugins,944,1248,2192,43
undera/jmeter-plugins,914,746,1660,55
undera/jmeter-plugins,24,213,237,10
undera/jmeter-plugins,440,471,911,48
undera/jmeter-plugins,157,464,621,25
undera/jmeter-plugins,0,475,475,0
undera/jmeter-plugins,0,131,131,0
undera/jmeter-plugins,479,0,479,100
undera/jmeter-plugins,239,135,374,64
undera/jmeter-plugins,983,107,1090,90
undera/jmeter-plugins,318,582,900,35
undera/jmeter-plugins,434,191,625,69
undera/jmeter-plugins,1852,274,2126,87
undera/jmeter-plugins,1632,2822,4454,37
undera/jmeter-plugins,N/A,N/A,N/A,96
weld/core,0,1549,1549,0
weld/core,0,1202,1202,0
weld/core,0,707,707,0
weld/core,132,378,510,26
weld/core,61,367,428,14
weld/core,0,30,30,0
weld/core,2285,512,2797,82
weld/core,120,175,295,41
weld/core,0,37,37,0
weld/core,N/A,N/A,N/A,70
weld/core,N/A,N/A,N/A,79
weld/core,N/A,N/A,N/A,79
weld/core,N/A,0,N/A,100
weld/core,149,950,1099,14
weld/core,487,594,1081,45
weld/core,0,387,387,0
weld/core,0,371,371,0
weld/core,0,230,230,0
weld/core,0,215,215,0
weld/core,204,196,400,51
weld/core,0,115,115,0
weld/core,0,61,61,0
weld/core,178,53,231,77
weld/core,0,46,46,0
weld/core,29,19,48,60
weld/core,N/A,N/A,N/A,53
weld/core,36,451,487,7
weld/core,0,101,101,0
weld/core,0,1601,1601,0
weld/core,N/A,N/A,N/A,1
weld/core,0,479,479,0
weld/core,0,271,271,0
weld/core,0,214,214,0
weld/core,0,214,214,0
weld/core,22,158,180,12
weld/core,0,30,30,0
weld/core,1640,9988,11628,14
woorea/openstack-java-sdk,353,641,994,36
yahoo/samoa,0,8887,8887,0
yahoo/samoa,0,5270,5270,0
yahoo/samoa,0,3163,3163,0
yahoo/samoa,0,2888,2888,0
yahoo/samoa,0,2795,2795,0
yahoo/samoa,0,2450,2450,0
yahoo/samoa,0,2440,2440,0
yahoo/samoa,0,2343,2343,0
yahoo/samoa,0,2298,2298,0
yahoo/samoa,0,2084,2084,0
yahoo/samoa,0,1911,1911,0
yahoo/samoa,0,1742,1742,0
yahoo/samoa,0,1307,1307,0
yahoo/samoa,0,1203,1203,0
yahoo/samoa,0,1106,1106,0
yahoo/samoa,0,989,989,0
yahoo/samoa,0,920,920,0
yahoo/samoa,0,839,839,0
yahoo/samoa,0,734,734,0
yahoo/samoa,0,717,717,0
yahoo/samoa,0,680,680,0
yahoo/samoa,0,521,521,0
yahoo/samoa,0,508,508,0
yahoo/samoa,0,470,470,0
yahoo/samoa,0,461,461,0
yahoo/samoa,0,408,408,0
yahoo/samoa,0,399,399,0
yahoo/samoa,0,336,336,0
yahoo/samoa,0,290,290,0
yahoo/samoa,0,256,256,0
yahoo/samoa,0,253,253,0
yahoo/samoa,0,244,244,0
yahoo/samoa,0,242,242,0
yahoo/samoa,0,208,208,0
yahoo/samoa,0,182,182,0
yahoo/samoa,323,129,452,71
yahoo/samoa,129,128,257,50
yahoo/samoa,0,124,124,0
yahoo/samoa,0,84,84,0
yahoo/samoa,0,N/A,N/A,0
